assembly	biosample	coverage	organism	strain	human_related	collection_date	country	city	assembly_source	genome_size	gc_content	n_count	contig_count	longest_contig	N50	N95	busco_complete_perc	kraken2_taxid	kraken2_taxon_name	kraken2_taxid_freq	mlst	mlst_genes_detected	k_serotype	k_confidence	oc_serotype	oc_confidence	aminoglycoside	beta_lactam	colistin	fosfomycin	fusidicacid	glycopeptide	macrolide	misc	nitroimidazole	oxazolidinone	phenicol	pseudomonicacid	quinolone	rifampicin	sulphonamide	tetracycline	trimethoprim	carO	ISAba1	blaOXA51like	carbapenem	fluoroquinolone	crab	qc_pass	continent	region23	country_iso2c	serotype	collection_day	collection_year	filtered	downsampled
GCF_017287975.1	SAMN17860418	107	Acinetobacter baumannii	15974	TRUE	2017	Nigeria		NCBI	3964525	0.391	56	126	167900	74739	10291	99.7	470	Acinetobacter baumannii	84.92	ST2	7	KL25	Very high	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A													sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Africa	Western Africa	NG	ST2-KL25	2017-11-01	2017	TRUE	TRUE
GCF_017302955.1	SAMN17860401	54	Acinetobacter baumannii	15954	TRUE	2018	Nigeria		NCBI	3961262	0.391	55	175	147247	51385	7868	99.7	470	Acinetobacter baumannii	87.43	ST2	7	KL25	Good	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A													sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Africa	Western Africa	NG	ST2-KL25	2018-10-26	2018	TRUE	TRUE
GCF_017581665.1	SAMN17860458	134	Acinetobacter baumannii	16148	TRUE	2018	Nigeria		NCBI	3962438	0.391	27	129	170542	75538	9820	99.7	470	Acinetobacter baumannii	84.5	ST2	7	KL25	Very high	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A													sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Africa	Western Africa	NG	ST2-KL25	2018-03-12	2018	TRUE	TRUE
GCF_017581825.1	SAMN17860442	66	Acinetobacter baumannii	16008	TRUE	2018	Nigeria		NCBI	4011699	0.391	15	167	255127	55104	7142	99.7	470	Acinetobacter baumannii	92.22	ST52	7	KL193	Very high	OCL1	Very high	aac(3)-IId|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-58|blaOXA-98									cmlB1				sul2	tet(39)|tet(B)		TRUE	TRUE	TRUE	blaOXA-58-like	gyrAS81L|parCS84L	TRUE	TRUE	Africa	Western Africa	NG	ST52-KL193	2018-12-12	2018	TRUE	TRUE
GCF_017582345.1	SAMN17860448	113	Acinetobacter baumannii	16019	TRUE	2018	Nigeria		NCBI	4016428	0.391	12	88	339339	108811	22292	99.7	470	Acinetobacter baumannii	85.23	ST52	7	KL193	Very high	OCL1	Very high	aac(3)-IId|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-58|blaOXA-98									cmlB1				sul2	tet(39)|tet(B)		TRUE	TRUE	TRUE	blaOXA-58-like	gyrAS81L|parCS84L	TRUE	TRUE	Africa	Western Africa	NG	ST52-KL193	2018-10-21	2018	TRUE	TRUE
GCF_017838055.1	SAMN17860408	118	Acinetobacter baumannii	15963	TRUE	2018	Nigeria		NCBI	3966487	0.391	57	121	217249	74688	11745	99.7	470	Acinetobacter baumannii	81.82	ST2	7	KL25	Very high	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A													sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Africa	Western Africa	NG	ST2-KL25	2018-10-14	2018	TRUE	TRUE
GCF_017838235.1	SAMN17860394	143	Acinetobacter baumannii	15946	TRUE	2017	Nigeria		NCBI	4003997	0.389	31	77	348061	122006	16784	99.7	470	Acinetobacter baumannii	90.91	ST85	7	KL152	Perfect	OCL6	Very high	ant(2'')-Ia|aph(3')-VI	blaADC-25|blaNDM-1|blaOXA-94					mph(E)|msr(E)								sul2			TRUE	TRUE	TRUE	blaNDM-1	gyrAS81L|parCS84L	TRUE	TRUE	Africa	Western Africa	NG	ST85-KL152	2017-05-18	2017	TRUE	TRUE
GCF_003939415.1	SAMN10248960	49	Acinetobacter baumannii	AB_401	TRUE	2016-12	Pakistan		NCBI	3955796	0.389	135	76	330275	120634	16756	99.7	470	Acinetobacter baumannii	76.32	ST187	7	KL12	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-VIb|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaPER-1													sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST187-KL12	2016-12-01	2016	TRUE	TRUE
GCF_003939465.1	SAMN10249029	160	Acinetobacter baumannii	AB_369	TRUE	2016-12	Pakistan		NCBI	3861436	0.389	130	57	257475	138165	27483	99.8	470	Acinetobacter baumannii	80.7	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL2	2016-12-18	2016	TRUE	TRUE
GCF_003939505.1	SAMN10249093	140	Acinetobacter baumannii	AB_368	TRUE	2016-12	Pakistan		NCBI	3935742	0.388	32	57	260380	164343	26851	99.8	470	Acinetobacter baumannii	78.95	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL2	2016-12-14	2016	TRUE	TRUE
GCF_003939625.1	SAMN10248986	100	Acinetobacter baumannii	AB_331	TRUE	2016-04	Pakistan		NCBI	3956751	0.388	1406	69	255797	140410	20777	99.8	470	Acinetobacter baumannii	86.96	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL3	2016-04-14	2016	TRUE	TRUE
GCF_003940005.1	SAMN10248955	85	Acinetobacter baumannii	AB_387	TRUE	2016-12	Pakistan		NCBI	3956262	0.389	129	77	302343	134925	17587	99.7	470	Acinetobacter baumannii	76.62	ST187	7	KL12	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-VIb|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaPER-1													sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST187-KL12	2016-12-29	2016	TRUE	TRUE
GCF_003940135.1	SAMN10249089	98	Acinetobacter baumannii	AB_156	TRUE	2016-02	Pakistan		NCBI	3979460	0.388	51	67	260375	161680	26778	99.8	470	Acinetobacter baumannii	83.58	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL9	2016-02-23	2016	TRUE	TRUE
GCF_003940335.1	SAMN10248978	127	Acinetobacter baumannii	AB_394	TRUE	2016-07	Pakistan		NCBI	3948453	0.39	225	69	306780	120185	23909	99.6	470	Acinetobacter baumannii	75.36	ST2	7	KL25	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A													sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL25	2016-07-26	2016	TRUE	TRUE
GCF_003940365.1	SAMN10249041	149	Acinetobacter baumannii	AB_391	TRUE	2016-07	Pakistan		NCBI	4004877	0.388	33	98	222439	120093	25757	99.8	470	Acinetobacter baumannii	75.51	ST2	7	KL6	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL6	2016-07-01	2016	TRUE	TRUE
GCF_003940865.1	SAMN10249116	64	Acinetobacter baumannii	AB_258	TRUE	2016-02	Pakistan		NCBI	3969654	0.388	1802	82	222352	120023	17786	99.8	470	Acinetobacter baumannii	85.37	ST2	7	KL6	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL6	2016-02-16	2016	TRUE	TRUE
GCF_003940875.1	SAMN10249064	45	Acinetobacter baumannii	AB_193	TRUE	2016-04	Pakistan		NCBI	3957289	0.388	1597	73	255802	140410	22119	99.8	470	Acinetobacter baumannii	86.3	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL3	2016-04-07	2016	TRUE	TRUE
GCF_003940965.1	SAMN10249114	79	Acinetobacter baumannii	AB_168	TRUE	2016-02	Pakistan		NCBI	3981110	0.388	1893	90	250196	131072	14131	99.8	470	Acinetobacter baumannii	86.67	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL9	2016-02-06	2016	TRUE	TRUE
GCF_003941145.1	SAMN10249177	38	Acinetobacter baumannii	AB_149	TRUE	2016-01	Pakistan		NCBI	3988198	0.388	1288	108	222451	122140	14332	99.7	470	Acinetobacter baumannii	78.7	ST2	7	KL12	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL12	2016-01-07	2016	TRUE	TRUE
GCF_003941185.1	SAMN10248996	38	Acinetobacter baumannii	AB_126	TRUE	2016-03	Pakistan		NCBI	3927524	0.388	1904	74	245603	140410	22117	99.8	470	Acinetobacter baumannii	87.84	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL3	2016-03-19	2016	TRUE	TRUE
GCF_003941255.1	SAMN10249217	45	Acinetobacter baumannii	AB_115	TRUE	2016-03	Pakistan		NCBI	3980452	0.388	1805	91	260375	120828	14852	99.8	470	Acinetobacter baumannii	84.62	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL9	2016-03-12	2016	TRUE	TRUE
GCF_003941325.1	SAMN10249101	42	Acinetobacter baumannii	AB_098	TRUE	2016-02	Pakistan		NCBI	3977854	0.388	1336	122	250196	70291	11754	99.8	470	Acinetobacter baumannii	86.07	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL9	2016-02-27	2016	TRUE	TRUE
GCF_003941405.1	SAMN10249195	32	Acinetobacter baumannii	AB_074	TRUE	2016-04	Pakistan		NCBI	3958429	0.388	1923	78	255802	140410	20903	99.8	470	Acinetobacter baumannii	84.62	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL3	2016-04-18	2016	TRUE	TRUE
GCF_003941415.1	SAMN10248953	48	Acinetobacter baumannii	AB_085	TRUE	2016-01	Pakistan		NCBI	3978139	0.388	1792	94	250322	119273	12894	99.8	470	Acinetobacter baumannii	85.11	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL9	2016-01-15	2016	TRUE	TRUE
GCF_003941435.1	SAMN10249137	40	Acinetobacter baumannii	AB_056	TRUE	2016-03	Pakistan		NCBI	3978580	0.388	2011	91	250196	119291	14390	99.8	470	Acinetobacter baumannii	82.42	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL9	2016-03-25	2016	TRUE	TRUE
GCF_003941515.1	SAMN10248940	92	Acinetobacter baumannii	AB_035	TRUE	2016-01	Pakistan		NCBI	4001950	0.388	1399	71	256890	121985	22117	99.8	470	Acinetobacter baumannii	87.32	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL3	2016-01-10	2016	TRUE	TRUE
GCF_003941585.1	SAMN10249086	134	Acinetobacter baumannii	AB_014	TRUE	2016-01	Pakistan		NCBI	3987184	0.388	1079	94	257317	131178	13792	99.7	470	Acinetobacter baumannii	85.11	ST2	7	KL12	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL12	2016-01-24	2016	TRUE	TRUE
GCF_003941605.1	SAMN10249109	250	Acinetobacter baumannii	AB_002	TRUE	2016-01	Pakistan		NCBI	3984209	0.388	1370	106	266902	131178	13792	99.7	470	Acinetobacter baumannii	80.19	ST2	7	KL12	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST2-KL12	2016-01-30	2016	TRUE	TRUE
GCF_022669215.1	SAMN26668868	700	Acinetobacter baumannii	BZU_Abaum_15	TRUE	2021-05-03	Pakistan		NCBI	3905287	0.391	678	210	229322	53982	6340	99.3	470	Acinetobacter baumannii	81.9	ST1106	7	KL12	Good	OCL2	Good	ant(2'')-Ia|aph(3'')-Ib|aph(6)-Id	blaOXA-23|blaOXA-371					mph(E)|msr(E)				floR							TRUE	FALSE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	PK	ST1106-KL12	2021-05-02	2021	TRUE	TRUE
GCF_019352475.1	SAMN15862404	80	Acinetobacter baumannii	20A2804	TRUE	2019-10	Reunion		NCBI	3949516	0.391	0	113	203803	75212	9288	99.8	470	Acinetobacter baumannii	87.61	ST1	7	KL17	Good	OCL1	Very high	aac(3)-Ia|aph(3'')-Ib|aph(3')-Ia	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-69													sul1|sul2	tet(B)	dfrA1	TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L	TRUE	TRUE	Africa	Eastern Africa	RE	ST1-KL17	2019-10-08	2019	TRUE	TRUE
Aci170		119.2	Acinetobacter baumannii		TRUE	2022-02-21	Romania	bacau	This study	4000710	0.39	210	73	452981	118024	17131	99.7	470	Acinetobacter baumannii	94.52	ST160	7	KL1	High	OCL4	Perfect	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3')-Ia|aph(3')-VIa	blaADC-25|blaOXA-72|blaOXA-92|blaTEM-1A									catA1				sul1	tet(A)		TRUE	FALSE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RO	ST160-KL1	2022-02-21	2022	TRUE	TRUE
Aci176		88.13	Acinetobacter baumannii		TRUE	2021-12-13	Romania	bacau	This study	3871568	0.39	420	51	379186	173985	24140	99.4	470	Acinetobacter baumannii	86.27	ST492	7	KL104	Perfect	OCL1	Very high	aadA2|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-66|blaOXA-72					mph(E)|msr(E)								sul1|sul2	tet(B)	dfrA12	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RO	ST492-KL104	2021-12-13	2021	TRUE	TRUE
Aci228		79.59	Acinetobacter baumannii		TRUE	2021	Romania	timisoara	This study	3949944	0.39	510	64	330686	146225	24794	99.7	470	Acinetobacter baumannii	95.31	ST2	7	KL3	High	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catA1				sul1	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RO	ST2-KL3	2021-10-29	2021	TRUE	TRUE
Aci315		104.2	Acinetobacter baumannii		TRUE	2022-04-08	Romania	bucharest	This study	4011708	0.388	910	68	461748	147139	24793	99.8	470	Acinetobacter baumannii	94.12	ST2	7	KL32	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaOXA-72					mph(E)|msr(E)				catA1				sul1	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like|blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RO	ST2-KL32	2022-04-08	2022	TRUE	TRUE
GCA_016497965.1	SAMN12618962	215	Acinetobacter baumannii		TRUE	2016-01-28	Russia	moscow	NCBI	4021817	0.392	0	188	138153	51182	7727	99.8	470	Acinetobacter baumannii	86.7	ST2	7	KL33	Good	OCL1	Very high	aac(3)-Ia|aadA1|aph(3')-VIb	blaADC-25|blaOXA-23|blaOXA-66|blaPER-1													sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RU	ST2-KL33	2016-01-28	2016	TRUE	TRUE
GCA_016497985.1	SAMN12618963	229	Acinetobacter baumannii		TRUE	2016-02-11	Russia	moscow	NCBI	3929524	0.389	0	199	179749	56276	5965	99.8	470	Acinetobacter baumannii	73.87	ST2	7	KL9	Good	OCL1	Very high	aac(6')-Iaf|aadA5|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-66|blaOXA-72					mph(E)|msr(E)								sul1	tet(B)	dfrA17	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RU	ST2-KL9	2016-02-10	2016	TRUE	TRUE
GCA_025429485.1	SAMN31029726	225	Acinetobacter baumannii	GIMC5509:ABT-52Ts19	TRUE	2019	Russia	moscow	NCBI	3902091	0.39	0	131	200056	73346	11588	99.3	470	Acinetobacter baumannii	77.86	ST2	7	KL9	Very high	OCL1	Very high	aadA5|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-66|blaOXA-72					mph(E)|msr(E)								sul1	tet(B)	dfrA17	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RU	ST2-KL9	2019-01-01	2019	TRUE	TRUE
GCA_025429505.1	SAMN31029727	163	Acinetobacter baumannii	GIMC5507:ABT-52Ts18	TRUE	2019	Russia	moscow	NCBI	4017665	0.391	0	231	144945	37312	5330	99.6	470	Acinetobacter baumannii	83.12	ST2	7	KL235	Perfect	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaPER-7					mph(E)|msr(E)				catB8|cmlA1			ARR-2	sul1|sul2			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RU	ST2-KL235	2019-06-12	2019	TRUE	TRUE
GCA_025603035.1	SAMN31178859	442	Acinetobacter baumannii		TRUE	2019-09-05	Russia	moscow	NCBI	4298977	0.389	0	94	472487	153099	23831	99.8	470	Acinetobacter baumannii	68.09	ST2	7	KL235	Perfect	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaPER-7					mph(E)|msr(E)				catB8|cmlA1			ARR-2	sul1|sul2			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RU	ST2-KL235	2019-09-05	2019	TRUE	TRUE
GCA_025603155.1	SAMN31178858	403	Acinetobacter baumannii		TRUE	2019-07-29	Russia	moscow	NCBI	4608358	0.389	0	95	505300	186023	23734	99.8	470	Acinetobacter baumannii	67.37	ST2	7	KL235	Perfect	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaPER-7					mph(E)|msr(E)				catB8|cmlA1			ARR-2	sul1|sul2			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RU	ST2-KL235	2019-07-29	2019	TRUE	TRUE
GCA_025603215.1	SAMN31178862	145	Acinetobacter baumannii		TRUE	2021-07-13	Russia	moscow	NCBI	4360079	0.389	0	92	340712	167720	13645	99.8	470	Acinetobacter baumannii	84.78	ST2	7	KL49	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catA1				sul1	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RU	ST2-KL49	2021-07-13	2021	TRUE	TRUE
GCA_025603845.1	SAMN31178861	105	Acinetobacter baumannii		TRUE	2021-10-21	Russia	moscow	NCBI	3875229	0.39	0	117	217903	76815	11816	99.7	470	Acinetobacter baumannii	82.05	ST19	7	KL91	Very high	OCL5	Perfect	aph(3')-VIa	blaADC-25|blaOXA-69|blaOXA-72									catA1				sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RU	ST19-KL91	2021-10-21	2021	TRUE	TRUE
GCF_004912235.1	SAMN11458717	39	Acinetobacter baumannii	SCPM-O-B-8559(3239)	TRUE	2017-07-31	Russia		NCBI	4174266	0.39	0	94	284604	153322	26395	99.8	470	Acinetobacter baumannii	77.66	ST25	7	KL14	Perfect	OCL6	Very high	aac(3)-IIa|aac(6')-Ian|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-64|blaPER-7					mph(E)|msr(E)				cmlA1			ARR-2	sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RU	ST25-KL14	2017-07-30	2017	TRUE	TRUE
GCF_016654095.1	SAMN17136832	257	Acinetobacter baumannii	CriePir215	TRUE	2018	Russia	moscow	NCBI	3943545	0.391	500	98	216974	130077	18016	99.8	470	Acinetobacter baumannii	87.76	ST78	7	KL2	Very high	OCL1	Very high	armA	blaADC-25|blaCTX-M-124|blaOXA-72|blaOXA-90					mph(E)|msr(E)				catA1				sul1			TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RU	ST78-KL2	2018-03-24	2018	TRUE	TRUE
GCF_016654105.1	SAMN17136833	386	Acinetobacter baumannii	CriePir221	TRUE	2018	Russia	moscow	NCBI	3960667	0.391	500	96	230980	159462	18017	99.8	470	Acinetobacter baumannii	87.5	ST78	7	KL2	Very high	OCL1	Very high	aac(6')-Ian|armA	blaADC-25|blaCTX-M-124|blaOXA-72|blaOXA-90					mph(E)|msr(E)				catA1				sul1			TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RU	ST78-KL2	2018-12-25	2018	TRUE	TRUE
