assembly	biosample	coverage	organism	strain	human_related	collection_date	country	city	assembly_source	genome_size	gc_content	n_count	contig_count	longest_contig	N50	N95	busco_complete_perc	kraken2_taxid	kraken2_taxon_name	kraken2_taxid_freq	mlst	mlst_genes_detected	k_serotype	k_confidence	oc_serotype	oc_confidence	aminoglycoside	beta_lactam	colistin	fosfomycin	fusidicacid	glycopeptide	macrolide	misc	nitroimidazole	oxazolidinone	phenicol	pseudomonicacid	quinolone	rifampicin	sulphonamide	tetracycline	trimethoprim	carO	ISAba1	blaOXA51like	carbapenem	fluoroquinolone	crab	qc_pass	continent	region23	country_iso2c	serotype	collection_day	collection_year	filtered	downsampled
GCA_025240785.1	SAMN30889196	78	Acinetobacter baumannii	2022HL-01690	TRUE	2022	USA		NCBI	4225350	0.39	0	59	392728	170736	35156	99.8	470	Acinetobacter baumannii	93.22	ST1142	7	KL47	Very high	OCL5	High	aac(6')-Ian|ant(2'')-Ia|aph(3')-Ia	blaADC-25|blaOXA-23|blaOXA-51													sul2			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST1142-KL47	2022-09-29	2022	TRUE	TRUE
GCA_025311855.1	SAMN30889192	62	Acinetobacter baumannii	2022HL-01686	TRUE	2022	USA		NCBI	4180953	0.39	0	50	363300	140513	34102	99.7	470	Acinetobacter baumannii	100	ST1142	7	KL47	Very high	OCL5	High	aac(6')-Ian	blaADC-25|blaOXA-23|blaOXA-51													sul2			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST1142-KL47	2022-02-02	2022	TRUE	TRUE
GCA_025776735.1	SAMN31388736	54	Acinetobacter baumannii		TRUE	2022	USA		NCBI	3886579	0.389	0	159	156055	51332	7498	99.6	470	Acinetobacter baumannii	88.68	ST2	7	KL6	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul1	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL6	2022-12-06	2022	TRUE	TRUE
GCA_025776815.1	SAMN31388813	61	Acinetobacter baumannii		TRUE	2022	USA		NCBI	4109491	0.389	0	78	292518	161936	20066	99.7	470	Acinetobacter baumannii	82.05	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2022-11-12	2022	TRUE	TRUE
GCA_025776895.1	SAMN31388818	55	Acinetobacter baumannii		TRUE	2022	USA		NCBI	4050214	0.389	0	83	292518	161936	20066	99.7	470	Acinetobacter baumannii	81.93	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2022-07-13	2022	TRUE	TRUE
GCA_025776915.1	SAMN31388819	71	Acinetobacter baumannii		TRUE	2022	USA		NCBI	4127541	0.39	0	78	279932	160361	25518	99.7	470	Acinetobacter baumannii	78.21	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-237|blaOXA-66													sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-235-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2022-12-10	2022	TRUE	TRUE
GCA_025777135.1	SAMN31388742	44	Acinetobacter baumannii		TRUE	2022	USA		NCBI	4025710	0.389	0	102	292506	109955	11206	99.5	470	Acinetobacter baumannii	81.37	ST2	7	KL3	Good	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)									tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2022-08-21	2022	TRUE	TRUE
GCA_025778495.1	SAMN31388767	49	Acinetobacter baumannii		TRUE	2022	USA		NCBI	4025613	0.39	0	82	279867	160361	11924	99.5	470	Acinetobacter baumannii	81.71	ST2	7	KL2	High	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-237|blaOXA-66|blaTEM-1A													sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-235-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2022-02-19	2022	TRUE	TRUE
GCA_025779495.1	SAMN31390126	118	Acinetobacter baumannii	Acinetobacter_baumannii_2022CK-00553	TRUE	2022-09-13	USA		NCBI	4277702	0.391	0	96	353283	131728	15460	99.7	470	Acinetobacter baumannii	73.96	ST2	7	KL2	Very high	OCL1	Very high	aac(3)-Ia|aac(6')-Ian|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul1	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2022-09-13	2022	TRUE	TRUE
GCA_025806575.1	SAMN31407588	63	Acinetobacter baumannii		TRUE	2022	USA		NCBI	4186386	0.39	0	95	354209	149002	14163	99.7	470	Acinetobacter baumannii	75.79	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-237|blaOXA-66|blaTEM-1A									catB8				sul1|sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like|blaOXA-235-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2022-11-09	2022	TRUE	TRUE
GCA_025807055.1	SAMN31407611	71	Acinetobacter baumannii		TRUE	2022	USA		NCBI	4102568	0.391	0	99	292506	154064	13584	99.8	470	Acinetobacter baumannii	77.78	ST2	7	KL3	Very high	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catA1				sul1	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2022-09-18	2022	TRUE	TRUE
GCF_006492625.1	SAMN12087739	98.01	Acinetobacter baumannii	MRSN423159	TRUE	2016	USA		NCBI	3886800	0.39	0	199	250341	58814	7217	99.7	470	Acinetobacter baumannii	73.37	ST2	7	KL22	Good	OCL3	None	aac(3)-Ia|aadA1|ant(2'')-Ia	blaADC-25|blaOXA-23|blaOXA-82					mph(E)|msr(E)				catB3						dfrA19	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2016-10-23	2016	TRUE	TRUE
GCF_013376855.2	SAMN15344688	92	Acinetobacter baumannii	TP1	TRUE	2016	USA		NCBI	3873271	0.39	0	2	3864540	3864540	3864540	99.7	470	Acinetobacter baumannii	100	ST570	7	KL116	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3')-Ia|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST570-KL116	2016-03-31	2016	TRUE	TRUE
GCF_014880195.1	SAMN16351196	78	Acinetobacter baumannii	ARLG_6411	TRUE	2017	USA	cleveland	NCBI	3859703	0.389	0	119	290680	79623	11071	99.7	470	Acinetobacter baumannii	88.24	ST2	7	KL22	Very high	OCL3	Good	aadA2|ant(2'')-Ia	blaADC-25|blaOXA-23|blaOXA-82													sul1			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2017-07-22	2017	TRUE	TRUE
GCF_014880205.1	SAMN16351208	100	Acinetobacter baumannii	ARLG_9045	TRUE	2018	USA	cleveland	NCBI	3826884	0.389	0	116	290680	76101	13157	99.6	470	Acinetobacter baumannii	88.79	ST2	7	KL22	Very high	OCL3	Good	aadA2|ant(2'')-Ia|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-82													sul1			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2018-11-22	2018	TRUE	TRUE
GCF_014880285.1	SAMN16351202	98	Acinetobacter baumannii	ARLG_6418	TRUE	2018	USA	houston	NCBI	3912453	0.389	0	81	703317	138522	26356	99.8	470	Acinetobacter baumannii	93.83	ST499	7	KL18	Good	OCL3	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-95														tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST499-KL18	2018-10-27	2018	TRUE	TRUE
GCF_014880325.1	SAMN16351201	111	Acinetobacter baumannii	ARLG_6417	TRUE	2018	USA	houston	NCBI	3825321	0.389	0	57	260801	144144	33932	99.5	470	Acinetobacter baumannii	82.46	ST499	7	KL18	High	OCL3	Good	aadA2|ant(2'')-Ia	blaADC-25|blaCARB-2|blaOXA-23|blaOXA-95					msr(E)				catB2|catB3|cmlA1						dfrA19	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST499-KL18	2018-05-21	2018	TRUE	TRUE
GCF_014880385.1	SAMN16351165	107	Acinetobacter baumannii	ARLG_6379	TRUE	2018	USA		NCBI	3946928	0.39	0	99	286892	109958	16588	99.8	470	Acinetobacter baumannii	85.86	ST2	7	KL125	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23					mph(E)|msr(E)				catB8				sul1|sul2			TRUE	TRUE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL125	2018-04-03	2018	TRUE	TRUE
GCF_014880415.1	SAMN16351164	107	Acinetobacter baumannii	ARLG_6378	TRUE	2018	USA	pittsburgh	NCBI	3931891	0.39	0	94	308044	111043	15282	99.8	470	Acinetobacter baumannii	81.91	ST2	7	KL125	Very high	OCL1	Good	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23													sul2			TRUE	TRUE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL125	2018-07-09	2018	TRUE	TRUE
GCF_014880435.1	SAMN16351200	88	Acinetobacter baumannii	ARLG_6416	TRUE	2018	USA	cleveland	NCBI	3827269	0.389	0	141	156276	57573	9913	99.7	470	Acinetobacter baumannii	90.07	ST2	7	KL22	Very high	OCL3	Good	aadA2|ant(2'')-Ia|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-82													sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2018-10-27	2018	TRUE	TRUE
GCF_014880465.1	SAMN16351193	99	Acinetobacter baumannii	ARLG_6408	TRUE	2017	USA	cleveland	NCBI	3803790	0.389	0	124	273959	72964	12319	99.7	470	Acinetobacter baumannii	87.1	ST2	7	KL22	Very high	OCL3	Good	aadA2|ant(2'')-Ia	blaADC-25|blaOXA-23|blaOXA-82													sul1			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2017-11-05	2017	TRUE	TRUE
GCF_014880595.1	SAMN16351191	98	Acinetobacter baumannii	ARLG_6406	TRUE	2018	USA	houston	NCBI	3954353	0.391	0	97	461815	130734	13380	99.7	470	Acinetobacter baumannii	75.26	ST2	7	KL2	Very high	OCL1	Very high	aac(3)-Ia|aac(6')-Iaf|aadA5|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-66|blaOXA-72					mph(E)|msr(E)								sul1|sul2		dfrA17	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2018-04-04	2018	TRUE	TRUE
GCF_014880605.1	SAMN16351163	101	Acinetobacter baumannii	ARLG_6377	TRUE	2018	USA	pittsburgh	NCBI	4153399	0.391	0	106	364160	106265	12831	99.8	470	Acinetobacter baumannii	84.91	ST2	7	KL125	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	TRUE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL125	2018-02-01	2018	TRUE	TRUE
GCF_014880635.1	SAMN16351192	200	Acinetobacter baumannii	ARLG_6407	TRUE	2017	USA	pittsburgh	NCBI	3762555	0.39	0	108	351198	82071	13045	99.6	470	Acinetobacter baumannii	85.19	ST2	7	KL22	Very high	OCL3	Very high	aac(3)-Ia|aadA1	blaADC-25|blaOXA-23|blaOXA-82													sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2017-12-22	2017	TRUE	TRUE
GCF_014880655.1	SAMN16351161	92	Acinetobacter baumannii	ARLG_6375	TRUE	2018	USA	pittsburgh	NCBI	3947927	0.39	0	96	252448	107993	15450	99.8	470	Acinetobacter baumannii	85.42	ST2	7	KL125	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23					mph(E)|msr(E)				catB8				sul1|sul2			TRUE	TRUE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL125	2018-08-30	2018	TRUE	TRUE
GCF_014880665.1	SAMN16351189	117	Acinetobacter baumannii	ARLG_6404	TRUE	2018	USA	houston	NCBI	3932673	0.388	0	96	353485	142016	14009	99.7	470	Acinetobacter baumannii	80.21	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-237|blaOXA-66|blaTEM-1A																TRUE	TRUE	TRUE	blaOXA-235-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2018-08-03	2018	TRUE	TRUE
GCF_014880675.1	SAMN16351188	77	Acinetobacter baumannii	ARLG_6403	TRUE	2018	USA	cleveland	NCBI	3839953	0.39	0	128	201031	69223	9315	99.7	470	Acinetobacter baumannii	82.03	ST2	7	KL2	Very high	OCL1	Very high	aac(3)-Ia|aac(6')-Iaf|aadA5|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-66|blaOXA-72					mph(E)|msr(E)								sul1|sul2		dfrA17	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2018-03-01	2018	TRUE	TRUE
GCF_014880685.1	SAMN16351102	117	Acinetobacter baumannii	ARLG_6316	TRUE	2017	USA	pittsburgh	NCBI	3855323	0.389	0	128	290680	77597	10479	99.7	470	Acinetobacter baumannii	88.28	ST2	7	KL22	Very high	OCL3	Good	aadA2|ant(2'')-Ia|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-82													sul1			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2017-02-06	2017	TRUE	TRUE
GCF_014880735.1	SAMN16351187	89	Acinetobacter baumannii	ARLG_6402	TRUE	2018	USA	houston	NCBI	3923671	0.389	0	82	347276	126090	16346	99.8	470	Acinetobacter baumannii	90.24	ST79	7	KL151	Very high	OCL10	Very high	aac(6')-Ian|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-24|blaOXA-65									cmlB1				sul2			TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST79-KL151	2018-11-18	2018	TRUE	TRUE
GCF_014880755.1	SAMN16351162	102	Acinetobacter baumannii	ARLG_6376	TRUE	2018	USA	pittsburgh	NCBI	4004181	0.389	0	112	364161	130223	11896	99.8	470	Acinetobacter baumannii	82.14	ST2	7	KL125	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23					mph(E)|msr(E)				catB8				sul1|sul2			TRUE	TRUE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL125	2018-09-07	2018	TRUE	TRUE
GCF_014880785.1	SAMN16351186	103	Acinetobacter baumannii	ARLG_6401	TRUE	2018	USA	cleveland	NCBI	3819717	0.389	0	124	290678	79623	11602	99.7	470	Acinetobacter baumannii	91.94	ST2	7	KL22	Good	OCL3	Good	aadA2|ant(2'')-Ia|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-82													sul1			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2018-09-01	2018	TRUE	TRUE
GCF_014880815.1	SAMN16351185	103	Acinetobacter baumannii	ARLG_6400	TRUE	2018	USA	cleveland	NCBI	3813816	0.389	0	118	290676	78053	11895	99.7	470	Acinetobacter baumannii	91.53	ST2	7	KL22	Very high	OCL3	Good	aadA2|ant(2'')-Ia|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-82													sul1			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2018-04-25	2018	TRUE	TRUE
GCF_014880845.1	SAMN16351183	91	Acinetobacter baumannii	ARLG_6398	TRUE	2018	USA	cleveland	NCBI	3854753	0.388	0	118	290680	85916	11077	99.7	470	Acinetobacter baumannii	89.83	ST2	7	KL22	Very high	OCL3	Good	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-82																TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2018-05-11	2018	TRUE	TRUE
GCF_014880865.1	SAMN16351134	81	Acinetobacter baumannii	ARLG_6348	TRUE	2017	USA	cleveland	NCBI	3932404	0.388	0	87	548187	180065	26311	99.8	470	Acinetobacter baumannii	93.1	ST499	7	KL18	Good	OCL3	Very high	aac(6')-Ian|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-24|blaOXA-95									cmlB1				sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST499-KL18	2017-08-14	2017	TRUE	TRUE
GCF_014880945.1	SAMN16351178	106	Acinetobacter baumannii	ARLG_6393	TRUE	2018	USA	cleveland	NCBI	4002673	0.389	0	104	262330	150958	12504	99.7	470	Acinetobacter baumannii	75.96	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66													sul2			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2018-02-22	2018	TRUE	TRUE
GCF_014880955.1	SAMN16351180	98	Acinetobacter baumannii	ARLG_6395	TRUE	2017	USA	cleveland	NCBI	3874443	0.389	0	121	252896	99090	11071	99.7	470	Acinetobacter baumannii	85.12	ST2	7	KL22	Very high	OCL3	Good	aac(3)-Ia|aadA1|aadA2|ant(2'')-Ia	blaADC-25|blaOXA-23|blaOXA-82													sul1			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2017-03-03	2017	TRUE	TRUE
GCF_014881035.1	SAMN16351176	85	Acinetobacter baumannii	ARLG_6391	TRUE	2018	USA	houston	NCBI	3917070	0.39	0	96	353608	114069	14840	99.7	470	Acinetobacter baumannii	82.29	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-237|blaOXA-66|blaTEM-1A													sul2			TRUE	TRUE	TRUE	blaOXA-235-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2018-08-28	2018	TRUE	TRUE
GCF_014881085.1	SAMN16351174	72	Acinetobacter baumannii	ARLG_6389	TRUE	2018	USA	cleveland	NCBI	3821944	0.389	0	150	156281	60529	8907	99.7	470	Acinetobacter baumannii	87.33	ST2	7	KL22	Very high	OCL3	Good	aadA2|ant(2'')-Ia|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-82													sul1			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2018-10-09	2018	TRUE	TRUE
GCF_014881155.1	SAMN16351173	83	Acinetobacter baumannii	ARLG_6388	TRUE	2018	USA	cleveland	NCBI	3951885	0.39	0	129	290677	63240	10324	99.7	470	Acinetobacter baumannii	89.92	ST2	7	KL22	Good	OCL3	Good	aadA2|ant(2'')-Ia|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-82					mph(E)|msr(E)								sul1			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2018-01-21	2018	TRUE	TRUE
GCF_014881165.1	SAMN16351170	109	Acinetobacter baumannii	ARLG_6385	TRUE	2018	USA	houston	NCBI	3936162	0.39	0	102	352395	99914	10397	99.4	470	Acinetobacter baumannii	87.25	ST1562	7	KL18	High	OCL3	Very high	aadA2|ant(2'')-Ia	blaADC-25|blaCARB-2|blaOXA-223|blaOXA-24					msr(E)				catB2|catB3|cmlA1						dfrA19	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST1562-KL18	2018-07-29	2018	TRUE	TRUE
GCF_014881195.1	SAMN16351129	90	Acinetobacter baumannii	ARLG_6343	TRUE	2018	USA		NCBI	3956759	0.39	0	134	216697	65896	10602	99.7	470	Acinetobacter baumannii	93.28	ST195	7	KL22	Very high	OCL3	Low	aadA2|ant(2'')-Ia|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-82													sul1			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST195-KL22	2018-06-25	2018	TRUE	TRUE
GCF_014881235.1	SAMN16351169	73	Acinetobacter baumannii	ARLG_6384	TRUE	2018	USA	pittsburgh	NCBI	3944239	0.39	0	87	273843	115254	16537	99.8	470	Acinetobacter baumannii	83.91	ST2	7	KL125	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23					mph(E)|msr(E)				catB8				sul1|sul2			TRUE	TRUE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL125	2018-05-25	2018	TRUE	TRUE
GCF_014881275.1	SAMN16351131	99	Acinetobacter baumannii	ARLG_6345	TRUE	2017	USA	cleveland	NCBI	3950358	0.389	0	100	318506	138979	23929	99.8	470	Acinetobacter baumannii	90	ST499	7	KL18	Good	OCL3	Very high	aac(6')-Ian|aadA2|ant(2'')-Ia|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-24|blaOXA-95									cmlB1				sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST499-KL18	2017-08-25	2017	TRUE	TRUE
GCF_014881305.1	SAMN16351159	75	Acinetobacter baumannii	ARLG_6373	TRUE	2017	USA	cleveland	NCBI	3910223	0.39	0	87	364149	139239	16537	99.8	470	Acinetobacter baumannii	78.16	ST2	7	KL125	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23					mph(E)|msr(E)				cmlA1			ARR-2	sul1|sul2	tet(B)		TRUE	TRUE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL125	2017-09-27	2017	TRUE	TRUE
GCF_014881315.1	SAMN16351156	111	Acinetobacter baumannii	ARLG_6370	TRUE	2017	USA	pittsburgh	NCBI	3950939	0.39	0	93	364241	132080	16536	99.8	470	Acinetobacter baumannii	79.57	ST2	7	KL125	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23					mph(E)|msr(E)				catB8				sul1|sul2			TRUE	TRUE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL125	2017-11-03	2017	TRUE	TRUE
GCF_014881395.1	SAMN16351157	88	Acinetobacter baumannii	ARLG_6371	TRUE	2017	USA	pittsburgh	NCBI	3951510	0.39	0	82	364241	125051	17433	99.8	470	Acinetobacter baumannii	85.37	ST2	7	KL125	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23					mph(E)|msr(E)				catB8				sul1			TRUE	TRUE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL125	2017-11-15	2017	TRUE	TRUE
GCF_014881405.1	SAMN16351154	65	Acinetobacter baumannii	ARLG_6368	TRUE	2017	USA	pittsburgh	NCBI	3881585	0.391	0	87	283793	114736	16077	99.7	470	Acinetobacter baumannii	81.61	ST2	7	KL125	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaTEM-1A					mph(E)|msr(E)				cmlA1			ARR-2	sul1|sul2			TRUE	TRUE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL125	2017-03-05	2017	TRUE	TRUE
GCF_014881415.1	SAMN16351150	74	Acinetobacter baumannii	ARLG_6364	TRUE	2017	USA	pittsburgh	NCBI	3964519	0.39	0	113	353608	82841	12668	99.8	470	Acinetobacter baumannii	85.84	ST2	7	KL125	Good	OCL1	Good	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaTEM-1A					mph(E)|msr(E)				cmlA1			ARR-2	sul1|sul2			TRUE	TRUE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL125	2017-05-07	2017	TRUE	TRUE
